,category,first flight,introduced,introduction,ns,number built,pageid,retired,status,title,unit cost,views,built_group,built_number,year
6330,Category:1950s Canadian anti-submarine aircraft,28 March 1957,[[1957 in aviation,Error,0,33,2716579,[[1982 in aviation,,Canadair CP-107 Argus,"$5,513,000",68.2958904109589,3,33.0,1957.0
6333,Category:1920s Canadian civil aircraft|Category:1920s Canadian civil aircraft,4 November 1924,1925,Error,0,60,7441112,1941,,Canadian Vickers Vedette,"$15,000 less engine.",16.81095890410959,4,60.0,1924.0
6337,Category:2000s Canadian helicopters|Category:2000s Canadian helicopters,,,Error,0,120 (2005),26256241,,,Canadian Home Rotors Safari,,13.520547945205479,4,120.0,2000.0
6343,Category:1990s Canadian helicopters|Category:1990s Canadian helicopters,1992,1995,Error,0,100,512200,,In service,Bell CH-146 Griffon,,165.22465753424657,4,100.0,1992.0
6346,Category:1980s Canadian helicopters|Category:1980s Canadian helicopters,25 August 1978,,Error,0,1,2216755,,,Canadair CL-227 Sentinel,Error,22.30958904109589,1,1.0,1978.0
6349,Category:1970s Canadian special-purpose aircraft|Category:1970s Canadian special-purpose aircraft|Category:1970s Canadian special-purpose aircraft|Category:1970s Canadian special-purpose aircraft,,1978 (Firecat),Error,0,35,4272776,Retired in Canada 2012,Active in France with SÃ©curitÃ© Civile (Turbo Firecat only),Conair Firecat,Error,28.12876712328767,3,35.0,1978.0
6354,Category:1960s Canadian special-purpose aircraft|Category:1960s Canadian special-purpose aircraft|Category:1960s Canadian special-purpose aircraft|Category:1960s Canadian special-purpose aircraft,23 October 1967,[[1969 in aviation,Error,0,125{{Citation needed,1620581,,In service,Canadair CL-215,"$900,000 (1968)",245.3068493150685,4,125.0,1967.0
6414,Category:1980s British civil utility aircraft|Category:1980s British civil utility aircraft|Category:1980s British civil utility aircraft|Category:1980s British civil utility aircraft|Category:1980s British civil utility aircraft|Category:1980s British civil utility aircraft,8 November 1980,Error,Error,0,2,20856774,Error,Error,Nash Petrel,Error,2.745205479452055,2,2.0,1980.0
6415,Category:1980s British civil utility aircraft|Category:1980s British civil utility aircraft|Category:1980s British civil utility aircraft|Category:1980s British civil utility aircraft|Category:Light-sport aircraft|Category:1980s British civil utility aircraft|Category:1980s British civil utility aircraft,11 March 1985,Error,,0,about 40,7364653,,Production discontinued,ARV Super2,,25.673972602739727,3,40.0,1985.0
6416,Category:1970s British civil utility aircraft|Category:1970s British civil utility aircraft|Category:1970s British helicopters|Category:1970s British civil utility aircraft|Category:1970s British civil utility aircraft|Category:1970s British helicopters|Category:1970s British civil utility aircraft|Category:1970s British civil utility aircraft,10 April 1979,1982,Error,0,41,11953264,ca.1991,,Westland 30,,47.035616438356165,3,41.0,1979.0
6422,Category:1970s British civil utility aircraft|Category:1970s British civil utility aircraft|Category:1970s British civil utility aircraft|Category:1970s British civil utility aircraft|Category:1970s British civil utility aircraft|Category:1970s British civil utility aircraft,11 September 1970,Error,,0,72,324675,,"Out of production, in service",Britten-Norman Trislander,,104.32328767123288,4,72.0,1970.0
6425,Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1950s Belgian civil utility aircraft|Category:1950s Belgian civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1950s Belgian civil utility aircraft|Category:1950s Belgian civil utility aircraft|Category:1960s British civil utility aircraft|Category:1950s Belgian civil utility aircraft|Category:1960s British civil utility aircraft|Category:1950s Belgian civil utility aircraft,[[1957 in aviation,,Error,0,110,6242951,,,Tipsy Nipper,Error,16.876712328767123,4,110.0,1957.0
6428,Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British helicopters|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British helicopters|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft,18 August 1969,,Error,0,3,14870562,,,Cierva CR Twin,Error,12.106849315068493,2,3.0,1969.0
6429,Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft,13 June 1965,,Error,0,"1,280",927181,,Active service,Britten-Norman BN-2 Islander,{{plainlist,261.94246575342464,5,1280.0,1965.0
6431,Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft,8 April 1967,1968,Error,0,176,9938937,,,Beagle Pup,,23.876712328767123,4,176.0,1967.0
6432,Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft,10 January 1960,,Error,0,179,11133088,,,Beagle Husky,Error,18.80821917808219,4,179.0,1960.0
6433,Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft,19 August 1962,,Error,0,1,31240393,,Destroyed,Beagle B.218,,4.909589041095891,1,1.0,1962.0
6434,Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British military transport aircraft|Category:1960s British military transport aircraft,15 August 1961,1965,Error,0,79,9920799,,,Beagle B.206,,29.16986301369863,4,79.0,1961.0
6435,Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft,16 April {{avyear,,Error,0,43,11699781,,,Beagle Airedale,"Â£4,750 (1961)",10.416438356164383,3,43.0,1960.0
6437,Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft,9 May [[1960 in aviation,,Error,0,4,11133197,,,Auster D.6,Error,3.1780821917808217,2,4.0,1960.0
6438,Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft|Category:1960s British civil utility aircraft,12 February [[1960 in aviation,1960,Error,0,15,11132827,,one example still active in UK in 2018,Auster D.4,Error,3.712328767123288,3,15.0,1960.0
6439,Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft,[[1957 in aviation,,Error,0,19 conversions,10037192,,,Thruxton Jackaroo,Â£1270 (1958),11.257534246575343,3,19.0,1957.0
6440,Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft,4 July 1959,,Error,0,110 (2015),10014229,,,Taylor Monoplane,approximately $1285 to build in 1971,9.284931506849315,4,110.0,1959.0
6441,Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft,25 June 1955,1956,Error,0,87,972111,1968,,Scottish Aviation Twin Pioneer,,39.983561643835614,4,87.0,1955.0
6443,Category:1950s British civil utility aircraft|Category:1950s British agricultural aircraft|Category:1950s British civil utility aircraft|Category:1950s British agricultural aircraft|Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft|Category:1950s British agricultural aircraft|Category:1950s British agricultural aircraft|Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft|Category:1950s British agricultural aircraft|Category:1950s British agricultural aircraft,21 December 1955,,Error,0,27,13619703,,,Edgar Percival E.P.9,,7.115068493150685,3,27.0,1955.0
6447,Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft,,,Error,0,10,10167937,,,Auster Alpine,,3.9068493150684933,3,10.0,1950.0
6448,Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft|Category:1950s British civil utility aircraft,[[1951 in aviation,,Error,0,77,10167811,,,Auster Aiglet Trainer,,9.479452054794521,4,77.0,1951.0
6450,Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft,22 January 1948,31 December 1950,Error,0,25,9196353,,,Short Sealand,,19.586301369863012,3,25.0,1948.0
6452,Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft,April 1949,Cancelled,Error,0,1 (second prototype abandoned),11720592,1958,Experimental,Planet Satellite,,7.052054794520548,1,1.0,1949.0
6453,Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British military transport aircraft|Category:1940s British military transport aircraft,13 May 1948,,Error,0,75 of all variants,10201580,,,Percival Prince,Error,23.326027397260273,4,75.0,1948.0
6454,Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft,9 May 1947,,Error,0,2 (1 flying),10200246,1948,,Percival Merganser,,9.567123287671233,2,2.0,1947.0
6455,Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft,12 September 1942,,Error,0,93,8892006,,examples still flying,Miles Messenger,,24.45205479452055,4,93.0,1942.0
6457,Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft,[[1945 in aviation,[[1946 in aviation,Error,0,170,15676061,,,Miles Gemini,Error,20.517808219178082,4,170.0,1945.0
6458,Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft,26 January 1945,,Error,0,52,7070851,,retired,Miles Aerovan,,18.82191780821918,4,52.0,1945.0
6459,Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft,1948,,Error,0,21,10666797,,,Chrislea Super Ace,,7.76986301369863,3,21.0,1948.0
6461,Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft,late 1947,,Error,0,2,11126288,,,Auster Avis,Error,4.7753424657534245,2,2.0,1947.0
6462,Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft,[[1945 in aviation,1945,Error,0,420,10166694,,,Auster Autocrat,,22.991780821917807,5,420.0,1945.0
6463,Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft,August 1949,1950,Error,0,202,10167497,,several still airworthy in 2012,Auster Autocar,,10.96986301369863,5,202.0,1949.0
6464,Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft,1946,,Error,0,1,10168335,,,Auster Atom,,3.558904109589041,1,1.0,1946.0
6465,Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft|Category:1940s British civil utility aircraft,[[1945 in aviation,1945,Error,0,44,10166925,,Two airworthy in UK in 2009,Auster Arrow,,6.13972602739726,3,44.0,1945.0
6469,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,February 1930,Error,1930,0,1,16175944,,Error,Supermarine Air Yacht,,7.23013698630137,1,1.0,1930.0
6470,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,[[1930 in aviation,[[1931 in aviation,Error,0,25,9713966,,,Spartan Three Seater,,3.6794520547945204,3,25.0,1930.0
6471,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,14 December 1932,,Error,0,1,10282211,Destroyed 4 May 1942,,Spartan Clipper,,2.9452054794520546,1,1.0,1932.0
6472,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,[[1930 in aviation,,Error,0,15,9713702,,,Spartan Arrow,,5.038356164383561,3,15.0,1930.0
6474,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,[[1930 in aviation,,Error,0,22,16468377,,,Saro Cloud,Error,13.405479452054795,3,22.0,1930.0
6476,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,November [[1935 in aviation,,Error,0,90,7712646,1945,,Percival Vega Gull,,21.534246575342465,4,90.0,1935.0
6477,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,8 October 1939,,Error,0,"1,143",10087696,[[1955 in aviation,,Percival Proctor,,42.85479452054795,5,1143.0,1939.0
6478,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,c. March 1932,,Error,0,48,2435011,Error,Error,Percival Gull,,21.75068493150685,3,48.0,1932.0
6479,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,[[1934 in aviation,,Error,0,6,10110730,17 June 1950,,Parnall Heck,,4.183561643835616,3,6.0,1934.0
6482,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,14 May 1936,,Error,0,50,543056,,,Miles Whitney Straight,,10.112328767123287,3,50.0,1936.0
6483,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,18 December 1935,,Error,0,6,13282211,,,Miles Nighthawk,,5.186301369863013,3,6.0,1935.0
6484,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,21 February 1938,1938,Error,0,11,10278739,,,Miles Monarch,,5.9150684931506845,3,11.0,1938.0
6486,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,April [[1935 in aviation,,Error,0,1,11680115,,Experimental,Martin-Baker MB 1,,8.534246575342467,1,1.0,1935.0
6489,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,[[1936 in aviation,,Error,0,1,11293746,,,Luton Buzzard,,3.021917808219178,1,1.0,1936.0
6494,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,[[1939 in aviation,,Error,0,1,17596250,[[1946 in aviation,,Helmy Aerogypt,Error,2.536986301369863,1,1.0,1939.0
6495,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,19 June 1935,,Error,0,60,12234515,,,General Aircraft Monospar ST-25,,8.468493150684932,4,60.0,1935.0
6496,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,[[1932 in aviation,,Error,0,45,16196392,,,General Aircraft Monospar,Error,10.841095890410958,3,45.0,1932.0
6497,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,[[1935 in aviation,[[1935 in aviation,Error,0,1,16196851,[[1936 in aviation,,General Aircraft Croydon,Error,3.6794520547945204,1,1.0,1935.0
6498,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,1936,,Error,0,10,10039638,,,Foster Wikner Wicko,Â£650,5.46027397260274,3,10.0,1936.0
6500,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,[[1930 in aviation,[[1930 in aviation,Error,0,F.K.41: 6,9000690,,Three known survivors,Desoutter Mk.II,,10.342465753424657,3,6.0,1930.0
6503,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,22 June {{Avyear,,Error,0,c.140,9580993,,,De Havilland Moth Minor,Â£575,20.484931506849314,4,140.0,1930.0
6504,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,27 May [[1933 in aviation,8 July 1933,Error,0,133,6155258,,,De Havilland Leopard Moth,,22.66849315068493,4,133.0,1933.0
6505,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,9 May 1934,,Error,0,164,723298,,still in operation,De Havilland Hornet Moth,,38.723287671232875,4,164.0,1934.0
6506,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,29 January [[1932 in aviation,1932,Error,0,154,7165419,,,De Havilland Fox Moth,,38.824657534246576,4,154.0,1932.0
6507,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,12 August [[1935 in aviation,[[1936 in aviation,Error,0,67,9578532,,,De Havilland Dragonfly,,30.665753424657535,4,67.0,1935.0
6508,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,1936,,Error,0,1,22787743,1936,Scrapped,De Havilland Dolphin,Error,10.197260273972603,1,1.0,1936.0
6512,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,April 1933,1934,Error,0,148,3010464,,,Cierva C.30,,47.632876712328766,4,148.0,1933.0
6513,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,,,Error,0,1,37523801,,,Cierva C.29,Error,4.36986301369863,1,1.0,1930.0
6514,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,[[1931 in aviation,,Error,0,1,21022063,,Museum exhibit,Cierva C.24,Error,8.257534246575343,1,1.0,1931.0
6516,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,[[1934 in aviation,,,0,43,12170130,,,British Aircraft Eagle,,6.608219178082192,3,43.0,1934.0
6518,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,[[1936 in aviation,,Error,0,1,3818250,,,Bristol Type 143,Error,10.147945205479452,1,1.0,1936.0
6519,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,28 May 1930,,Error,0,4 + 2 by [[Piaggio]],8923337,[[1938 in aviation,Retired,Blackburn Segrave,,7.353424657534247,2,4.0,1930.0
6520,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,[[1934 in aviation,24 May 1934,Error,0,6,11450749,[[1942 in aviation,,Avro 641 Commodore,,7.164383561643835,3,6.0,1934.0
6523,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,26 June 1934,1934,Error,0,52,8968388,1951,,Airspeed Envoy,,45.02191780821918,4,52.0,1934.0
6524,Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft|Category:1930s British civil utility aircraft,10 April 1933,,Error,0,16,9299405,,,Airspeed Courier,,17.252054794520546,3,16.0,1933.0
6526,Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft,July [[1919 in aviation,[[1920 in aviation,Error,0,8,9150304,[[1925 in aviation,,Westland Limousine,,9.904109589041095,3,8.0,1919.0
6529,Category:1920s British civil utility aircraft|Category:1920s British sport aircraft|Category:1920s British civil trainer aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil trainer aircraft|Category:1920s British sport aircraft|Category:1920s British sport aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil trainer aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil trainer aircraft|Category:1920s British sport aircraft|Category:1920s British sport aircraft|Category:1920s British sport aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil trainer aircraft|Category:1920s British civil trainer aircraft,[[1928 in aviation,[[1928 in aviation,Error,0,49,9717927,,,Simmonds Spartan,,5.043835616438356,3,49.0,1928.0
6532,Category:1920s British civil utility aircraft|Category:1920s British sport aircraft|Category:1920s British civil utility aircraft|Category:1920s British sport aircraft|Category:1920s British sport aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British sport aircraft|Category:1920s British sport aircraft|Category:1920s British sport aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft,{{avyear,,Error,0,3,16185493,,Error,Parnall Elf,Error,3.8328767123287673,2,3.0,1920.0
6534,Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft,[[1929 in aviation,1929,Error,0,1,16184357,[[1940 in aviation,,Hendy Hobo,Error,3.254794520547945,1,1.0,1929.0
6535,Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft,[[1929 in aviation,1929,Error,0,1,16184942,[[1938 in aviation,,Hendy 302,Error,2.1835616438356165,1,1.0,1929.0
6538,Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft,1924,,Error,0,2,2891148,,,Hawker Cygnet,,11.12054794520548,2,2.0,1924.0
6540,Category:1920s British civil utility aircraft|Category:1920s British experimental aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft,[[1929 in aviation,,Error,0,1,2591037,[[1934 in aviation,,Handley Page Gugnunc,,7.397260273972603,1,1.0,1929.0
6543,Category:1920s British civil utility aircraft|Category:1920s British sport aircraft|Category:1920s British civil utility aircraft|Category:1920s British sport aircraft|Category:1920s British sport aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British sport aircraft|Category:1920s British sport aircraft|Category:1920s British sport aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft,9 September 1929,March 1930,Error,0,284,2428776,,,De Havilland Puss Moth,,57.5972602739726,5,284.0,1929.0
6544,Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft,2 October 1923,Error,,0,15,9246870,,,De Havilland Humming Bird,,14.158904109589042,3,15.0,1923.0
6545,Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft,7 December [[1928 in aviation,,Error,0,8,12352700,,,De Havilland Hawk Moth,,10.01917808219178,3,8.0,1928.0
6546,Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft|Category:1920s British civil utility aircraft,December [[1927 in aviation,[[1928 in aviation,Error,0,10,9580401,,,De Havilland Giant Moth,,16.56986301369863,3,10.0,1927.0
